filename,Thrust_max_N,Thrust_mean_N,Impulse_Ns,Class
-09-19_17-10-47.txt_clean,149.08130081300808,51.377450980392126,164.74371853931154,H51
-09-19_17-12-27.txt_clean,677.1090785907859,265.95773400041696,977.2183167298393,J265
-09-19_17-15-54.txt_clean,456.3421409214092,398.18836570310145,4726.054495410222,L398
-09-19_17-18-27.txt_clean,208.9789972899729,67.26111111111116,631.4074974170305,I67
-09-19_17-20-16.txt_clean,1188.0389566395665,558.3671162847992,2309.203294431412,K558
-09-19_17-21-26.txt_clean,1218.7086720867208,579.8523144505639,1696.5391934190984,K579
