1616855276.8164227;-0.47870778267256175
1616855276.9116027;-0.5095447870778481
1616855277.006753;-0.6615271659324736
1616855277.1020122;-0.8333333333333547
1616855277.19731;-0.8553597650514164
1616855277.2924871;-0.8223201174743239
1616855277.387622;-0.7143906020558216
1616855277.4828446;-0.4302496328928261
1616855277.5780482;-0.37298091042586573
1616855277.6732419;-0.3861967694567027
1616855277.7684393;-0.40381791483115204
1616855277.8636572;-0.3002936857562622
1616855277.9588745;-0.4236417033774076
1616855278.0540721;-0.5403817914831345
1616855278.1492853;-0.6813509544787292
1616855278.2445083;-0.6835535976505354
1616855278.3397293;-0.6240822320117688
1616855278.4349363;-0.47209985315714326
1616855278.5301745;-0.5337738619677159
1616855278.625379;-0.6769456681351168
1616855278.7206147;-0.8179148311307115
1616855278.815812;-0.9148311306901828
1616855278.9110262;-0.9060205580029582
1616855279.0062692;-0.8839941262848966
1616855279.1014745;-0.941262848751857
1616855279.1966877;-1.0315712187959099
1616855279.2918994;-0.9236417033774076
1616855279.3871222;-0.9676945668135309
1616855279.4823277;-1.0624082232011962
1616855279.577545;-1.1064610866373195
1616855279.672745;-1.205580029368597
1616855279.7679565;-1.3531571218796101
1616855279.8632047;-1.2209985315712402
1616855279.958392;-1.0558002936857775
1616855280.053607;-1.0932452276064824
1616855280.1488364;-1.2782672540382005
1616855280.244043;-1.3267254038179361
1616855280.339254;-1.3597650513950288
1616855280.4344885;-1.3729809104258657
1616855280.5297687;-1.3839941262848965
1616855280.6249564;-1.3024963289280684
1616855280.7202117;-1.348751835535998
1616855280.8154209;-1.5007342143906235
1616855280.9106593;-1.6240822320117687
1616855281.0058308;-1.8619676945668349
1616855281.1010463;-2.0646108663730023
1616855281.1962156;-1.7870778267254253
1616855281.291412;-1.798091042584456
1616855281.386619;-1.9963289280470111
1616855281.4818296;-2.0690161527166144
1616855281.5770564;-1.9236417033774076
1616855281.6722803;-1.9676945668135308
1616855281.7674875;-2.56020558002939
1616855281.8627088;-3.218795888399434
1616855281.9579418;-3.282672540381813
1616855282.0531404;-3.333333333333355
1616855282.1483476;-3.4368575624082447
1616855282.2436209;-3.5051395007342356
1616855282.3398798;-3.494126284875205
1616855282.4350584;-3.3487518355359978
1616855282.530488;-3.4478707782672755
1616855282.6255863;-3.4588839941263063
1616855282.72081;-3.575624082232033
1616855282.816103;-4.046989720998553
1616855282.911307;-5.06020558002939
1616855283.0064852;-5.701174743024985
1616855283.1017253;-5.740822320117496
1616855283.1969228;-5.906020558002958
1616855283.292161;-5.665932452276086
1616855283.387423;-5.4104258443465705
1616855283.4826515;-5.637298091042606
1616855283.577892;-6.00293685756243
1616855283.6731362;-6.278267254038201
1616855283.7683773;-6.3773861967694785
1616855283.8636143;-6.401615271659346
1616855283.9588702;-6.469897209985337
1616855284.0541267;-6.571218795888421
1616855284.1493738;-6.604258443465513
1616855284.2445762;-6.850954478707804
1616855284.3398604;-6.92804698972102
1616855284.4350638;-7.058002936857584
1616855284.5303435;-7.113069016152738
1616855284.6255589;-6.945668135095469
1616855284.720789;-6.908223201174764
1616855284.816008;-7.040381791483134
1616855284.9112844;-7.06020558002939
1616855285.0064893;-7.1284875183553815
1616855285.1017454;-7.1240822320117685
1616855285.1969564;-6.848751835535998
1616855285.292198;-6.641703377386218
1616855285.3874493;-6.822320117474324
1616855285.4826899;-7.000734214390623
1616855285.5779233;-7.108663729809126
1616855285.6721394;-7.1240822320117685
1616855285.7673464;-7.073421439060227
1616855285.862565;-6.93906020558005
1616855285.9577801;-6.954478707782694
1616855286.0529804;-6.791483113069037
1616855286.148184;-6.714390602055822
1616855286.2434049;-6.9566813509545
1616855286.3386068;-6.987518355359787
1616855286.4338195;-6.793685756240843
1616855286.5290225;-6.802496328928068
1616855286.6242466;-6.8399412628487735
1616855286.7194643;-6.802496328928068
1616855286.8146665;-6.820117474302518
1616855286.9099026;-6.848751835535998
1616855287.0050914;-6.85315712187961
1616855287.100347;-6.952276064610888
1616855287.195529;-7.044787077826747
1616855287.2907495;-6.923641703377408
1616855287.3859818;-6.989720998531593
1616855287.4811716;-7.11747430249635
1616855287.5764112;-6.817914831130712
1616855287.6716754;-6.569016152716615
1616855287.7668672;-6.659324522760667
1616855287.8632863;-6.886196769456703
1616855287.958285;-7.139500734214412
1616855288.0535774;-7.069016152716615
1616855288.1488047;-6.850954478707804
1616855288.2440252;-6.778267254038201
1616855288.3392732;-6.811306901615293
1616855288.4346166;-6.8399412628487735
1616855288.5298011;-6.998531571218817
1616855288.624886;-6.954478707782694
1616855288.7202635;-6.890602055800315
1616855288.815481;-6.870778267254059
1616855288.9107568;-6.883994126284897
1616855289.005975;-6.908223201174764
1616855289.101136;-6.870778267254059
1616855289.1963074;-6.725403817914852
1616855289.2916448;-6.14610866372983
1616855289.7153049;-6.269456681350976
1616855289.8105142;-6.3399412628487735
1616855289.9058406;-6.434654919236438
1616855290.0010626;-6.423641703377408
1616855290.0962763;-6.357562408223223
1616855290.1915193;-6.395007342143927
1616855290.2867274;-6.2672540381791695
1616855290.3818705;-6.102055800293707
1616855290.4771996;18050.312041116005
1616855290.9007347;-3.441262848751857
1616855290.9959252;-2.9985315712188174
