filename,Thrust_max_N,Thrust_mean_N,Impulse_Ns,Class
2021-03-27_16-24-56_clean,754.2626040137054,197.93020513505095,828.5027596552875,J197
2021-03-27_16-27-56_clean,213.1314243759177,64.94596531711069,259.6964141793887,H64
2021-03-27_16-30-22_clean,236.32941752325013,69.80313564486,325.682332521114,I69
2021-03-27_16-33-01_clean,353.65124816446405,186.64290481911624,585.9788423872029,I186
2021-03-27_16-35-44_clean,1043.6470876162502,362.98312666557894,1553.921429781691,K362
2021-03-27_16-37-39_clean,610.1324033284386,278.325287567303,1059.4699525556841,J278
